ELM,n_with,n_without,u_stat,pvalue,cliff_delta,n_pairs,mean_with,mean_without,median_with,median_without,phenotype,qvalue,sig_stars
FHA,257,450,2133173.5,0.1797392854263714,0.024726665705913437,4163400,0.6873467766469207,0.5392798439529065,-1.8929245864213105,-2.6246977303918926,CM_Low,0.463538157152221,
GBD,7,700,100117.0,0.13133048839197384,0.13511337868480724,176400,2.478853188111024,0.5742458272289852,-1.0060825945035456,-2.4491960093776184,CM_Low,0.3981565919767882,
IRF7,13,694,145056.0,0.1056549712800749,-0.1067760289662307,324792,-1.260428003153153,0.6278236533401409,-4.894851082278841,-2.275221190310535,CM_Low,0.34513957284824465,
Integrin,7,700,68790.5,0.013987596226117149,-0.220062358276644,176400,-6.454693378606881,0.6635812928961643,-5.797543013811749,-2.3050863985572043,CM_Low,0.09791317358282005,
LIR,249,458,2153486.5,0.008198007742606529,0.04907085888434865,4105512,2.0376118276634205,-0.19222989893258746,-2.012443360668776,-2.585869685296433,CM_Low,0.08034047587754398,
LYPXL,10,697,142351.0,0.0729407890205001,0.134632552207875,250920,5.29895091583391,0.5255875785060654,-0.10232878711961717,-2.443760968175006,CM_Low,0.2749306663080388,
MAPK,211,496,1879434.5,0.9046320865070016,-0.0023216272571302383,3767616,1.0854020595934575,0.383677856457353,-2.4945096253814683,-2.329295842245187,CM_Low,0.9137885112136293,
MSH2,20,687,242919.0,0.7393267908273053,-0.01779475982532751,494640,-0.14920281496396987,0.614713402731217,-2.694126781797854,-2.38732249022628,CM_Low,0.8828138500185977,
MYND,19,688,236693.0,0.9137885112136293,0.005937202502379981,470592,0.03438263243205444,0.608533112443107,-1.4655913652662225,-2.4571880931973045,CM_Low,0.9137885112136293,
NRBOX,25,682,310669.0,0.7981013418010707,0.012280873248615183,613800,0.8890789205452834,0.5822537805915464,-2.119914570898536,-2.4184865206694024,CM_Low,0.8828138500185977,
NRP,24,683,311161.5,0.2648804060453318,0.05458455344070278,590112,1.6354257565316557,0.5564770618159691,-1.2870244874817882,-2.4677992861531286,CM_Low,0.5899609043736936,
PCNA,31,676,372687.0,0.7819488281780496,-0.011985429789400013,754416,0.7700936008953857,0.5849869079131802,-2.1977429737452496,-2.405411672055755,CM_Low,0.8828138500185977,
PDZ,137,570,1307801.0,0.0019182707494264303,-0.06959135470468547,2811240,-0.5722753297400067,0.8732031079849958,-3.730140930865848,-2.0175430489383306,CM_Low,0.03133175557396503,*
PP1,63,644,801828.5,0.0016457402218774321,0.09795000931129295,1460592,3.906157254470364,0.2690002241388721,-0.8680129274653225,-2.637382985702438,CM_Low,0.03133175557396503,*
PP2A,31,676,381119.5,0.8107474132823855,0.01036961040062777,754416,-0.35377901983816495,0.6365254452545115,-1.1907852158980878,-2.4865657916810733,CM_Low,0.8828138500185977,
PP2B,19,688,259858.0,0.05689889103767857,0.10438766489868082,470592,8.50517319584092,0.37460139630245526,-0.7916999156089035,-2.484671094187571,CM_Low,0.2534586964405682,
PP4,44,663,532325.5,0.7075533914189218,0.013767958620899797,1050192,0.749079966405332,0.5827519349249352,-2.045347680159002,-2.4184865206694024,CM_Low,0.8667529044881792,
PTB,23,684,290450.0,0.6072592618104462,0.025687205130378282,566352,2.9527392312234477,0.5137588436534025,-1.7296800312004987,-2.4184865206694024,CM_Low,0.797692129777651,
Pex14,107,600,1168283.5,0.657283203306221,0.010975683627552786,2311200,0.9088992507883598,0.5367863859045201,-2.6419038565524327,-2.2965911989730246,CM_Low,0.8258173580001238,
