ELM_mw,n_with,n_without,u_stat,pvalue,cliff_delta,n_pairs,mean_with,mean_without,median_with,median_without,phenotype,qvalue,sig_stars,ELM_dm,Phenotype,Effect,SE,Pvalue,FDR,log2FC,ELM_raw
SH3,231,762,3296844.0,0.022033735951944883,0.04054038699707991,6336792,-0.4531591890040731,-0.8864990282876752,-4.94711415299961,-6.351261329574123,EM_Low,0.09815027833139084,,SH3,EM_Low,-0.0205329209306039,0.0313588306534696,0.5126138077968013,0.9998849800444912,-0.0296227432015475,SH3
SUMO,105,888,1623817.0,0.18188972195680608,-0.03247473664140331,3356640,-4.649515757805296,-0.3288208081594519,-6.211223970253149,-5.908895774922557,EM_Low,0.38719816173738325,,SUMO,EM_Low,-0.0231348095741966,0.0402951436452781,0.5658771679154726,0.9998849800444912,-0.0333764750446039,SUMO
TRAF2like,45,948,781963.0,0.6100910832418427,0.018340105224774705,1535760,-3.0979379905519226,-0.6759333572155198,-4.90626511414824,-6.008639508578109,EM_Low,0.7781525411853807,,TRAF2like,EM_Low,-0.0132588243676635,0.0649486194792803,0.8382415319849732,0.9998849800444912,-0.0191284401632459,TRAF2like
TRAF4,32,961,579066.0,0.2762308191133831,0.04612166146375304,1107072,-0.7837639846410509,-0.7857560714949386,-5.491599436038708,-5.992188910581224,EM_Low,0.4868297520376934,,TRAF4,EM_Low,-0.0213858580886748,0.0680304974163094,0.7532499666247101,0.9998849800444912,-0.0308532714096862,TRAF4
TRAF6,30,963,558459.0,0.0907611648440317,0.07391831083419868,1040040,-0.6851772502389434,-0.7888231720747468,-3.647194031316259,-6.023664640078543,EM_Low,0.23226520813404058,,TRAF6,EM_Low,0.0058273874502861,0.08113357817179,0.9427414890166644,0.9998849800444912,0.0084071429758664,TRAF6
TRFH,11,982,179883.0,0.29499781883296083,-0.07484725050916496,388872,-6.822346068626899,-0.7180715126886492,-6.959731240781254,-5.913797719914783,EM_Low,0.5071892323794766,,TRFH,EM_Low,-0.0008549362099415,0.1337336242085849,0.994899295071578,0.9998849800444912,-0.0012334122303591,TRFH
TYR,88,905,1283005.5,6.635263859112172e-05,-0.10499644232379039,2867040,-8.832664662309268,-0.003223803239706257,-7.180919474652217,-5.845493502566293,EM_Low,0.0019507675745789785,**,TYR,EM_Low,-0.001732532265217,0.0510496137506329,0.97292642740629,0.9998849800444912,-0.0024995157072088,TYR
UBA3,92,901,1418790.0,0.05700790302922792,-0.0491040550756808,2984112,-4.768751313314972,-0.37898658311894784,-7.221124070533418,-5.862008182113286,EM_Low,0.17458670302701051,,UBA3,EM_Low,-0.0188080016261946,0.0408285401830461,0.6450438524402065,0.9998849800444912,-0.0271342106751426,UBA3
USP7,449,544,4610360.0,0.0012175401722394489,0.0486174796570447,8793216,-0.06866446581594977,-1.3775031012201986,-5.366526320383476,-6.642309538031666,EM_Low,0.013767569639938384,*,USP7,EM_Low,-0.0348200228950858,0.0238408681783366,0.1441476975852919,0.9998849800444912,-0.0502346743543805,USP7
WD40,534,459,4458867.0,0.47807756427015036,0.01064369429280937,8823816,-1.2945971083682921,-0.19363219247599395,-5.717835591918046,-6.412929835141016,EM_Low,0.6757442494972318,,WD40,EM_Low,-0.0320922149426529,0.0246612117259351,0.1931477385289856,0.9998849800444912,-0.0462992793489081,WD40
WRC,44,949,783846.0,0.2380298428297477,0.04289203946738193,1503216,-1.6143684549579627,-0.7472706219146461,-5.8402861849890915,-5.941683099179887,EM_Low,0.4346631912543219,,WRC,EM_Low,0.0163173659725695,0.0628653523219962,0.7952027633408154,0.9998849800444912,0.0235409829689963,WRC
WW,254,739,3635274.0,9.464336837983166e-06,0.07593612706395463,6757416,-0.47255145149245764,-0.8933206543113199,-4.195605208454771,-6.896347075650263,EM_Low,0.0005309428081130457,***,WW,EM_Low,0.0033676492962445,0.0324344900432259,0.9173048410260513,0.9998849800444912,0.0048584909391452,WW
deltaCOP1,14,979,258920.0,0.43531504589470316,0.04949981354475737,493416,1.815861193540187,-0.8228948814348436,-4.211594287729502,-5.9672818058039105,EM_Low,0.6321362810735526,,deltaCOP1,EM_Low,-0.0009505125018683,0.1083259418703087,0.9929990036992492,0.9998849800444912,-0.0013712996727484,deltaCOP1
eIF4E,14,979,260536.0,0.3770382209378291,0.05605006728602234,493416,0.8989207512419213,-0.8097823521272075,-5.453594535231478,-5.940688001778986,EM_Low,0.5959636395468912,,eIF4E,EM_Low,-0.0024604334057524,0.1007092609447447,0.9805087780981636,0.9998849800444912,-0.0035496550729165,eIF4E
